show_name,parent_category,middle_category,child_category,address,tel,google_url
神泉たつ,飲食,日本料理,小料理,渋谷区神泉町10-16さつきビル1F,03-5422-3366,
シントンキーボタニカル,飲食,外国料理,その他,渋谷区恵比寿南1-14-2 タイムゾーンビル2階,080-2099-1188,
シーウルフダイナー,飲食,外国料理,その他,渋谷区宇田川町3-1東武ホテル1Fシーウルフダイナー,03-6416-3363,
Shisha bar Lilac,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区円山町5-14スタービル3階,03-6416-1510,
シーシートーキョー,飲食,居酒屋,居酒屋,渋谷区代々木1-41-12フィルパーク代々木2F,03-4335-0979,
C'sBAR,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西1丁目8-2ウエストパレスビルB1-B,03-6712-7848,
シーモアグラス,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前6-27-8京セラ原宿ビルB1階,03-5469-9469,
ジェラテリアコローレ,飲食,喫茶店・カフェ,その他,渋谷区幡ヶ谷2-18-2キャッスルマンション103,080-8532-3646,
GELATO BRAVO,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西1-33-18コート代官山102,080-7139-7770,https://gelabra7770.base.shop/
JB's TOKYO ミヤシタパーク店,飲食,喫茶店・カフェ,ファーストフード,渋谷区神宮前6-20-10MIYASHITA PARK SOUTH 2F,03-6434-1029,
JB’s TOKYO 代々木本店,飲食,喫茶店・カフェ,ファーストフード,渋谷区代々木1-33-3,03-6300-0913,
THE ALDGATE British Pub,飲食,外国料理,その他,渋谷区宇田川町30-4新岩崎ビル3F,03-3462-2983,http://www.the-aldgate.com
jicca,飲食,外国料理,無国籍料理,渋谷区西原2-27-4升本ビル2階,03-5738-2235,
地のものバルMUJO,飲食,居酒屋,ダイニング・バー,渋谷区富ヶ谷1-3-14橋谷ハイツ1F,050-6866-1618,
地ビールbar かえるかふぇ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前2-15-15カエルカフェ,03-6804-1933,
ジャイヒンド,飲食,外国料理,インド料理,渋谷区笹塚1-56-6クレセントプラザ　笹塚2階,03-3374-0651,
JAPANESE GELATERIA & CAFE ASANOHA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西1-8-11昴Aビル1階,03-3476-7036,https://tabelog.com/tokyo/A1303/A130302/13269617/
ジャンティ,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区代官山町 14-6美容室Praha 2F,080-9983-4449,
ジュリーズスパイス,飲食,外国料理,インド料理,渋谷区笹塚3-19-5,090-5572-3654,
純米酒専門YATA渋谷店,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂1-6-9ILA道玄坂ビル5F,03-3464-0434,https://junmaishu.net/
城ヶ崎おかもと,飲食,居酒屋,その他,渋谷区恵比寿2-9-1EBISFLAT1B,03-5422-7684,
ジンギスカン羊一渋谷店,飲食,ステーキ・焼肉,焼肉,渋谷区道玄坂2-20-9,03-6427-8429,https://www.instagram.com/youichi617/?hl=ja
ジンナンカフェ渋谷,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神南1-17-5クーラビル1F&B1,03-5728-3786,http://jinnancafe.com/shibuya/about.html
Ｇ.Ｇ.Ｃ,飲食,居酒屋,居酒屋,渋谷区富ヶ谷 1-44-4いずみマンション102,03-3469-0453,
粋,飲食,居酒屋,居酒屋,渋谷区富ヶ谷2-18-16,03-3467-1507,
酔香楼,飲食,外国料理,中国料理,渋谷区神山町6-2ホテルニューワシントン 1階,03-3467-2432,
sweetie,飲食,喫茶店・カフェ,その他,渋谷区本町1-38-8,090-3900-7797,https://www.instagram.com/sweetie.myspace.sweets
末ぜん,飲食,日本料理,日本料理,渋谷区猿楽町20-8,03-3461-8234,
skyhigh daikanyama,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町19-18ファーストマンション七久保1f,03-6416-0819,
SCARLET,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原2-42-17,03-6407-8472,
SCOO,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神宮前2-18-7フードビル103,090-4512-4900,https://instagram.com/scoo.harajuku?igshid=YmMyMTA2M2Y=
祐定,飲食,居酒屋,居酒屋,渋谷区西原2-28-3クローバービル1F,03-5454-0303,
鮨居酒屋しゅん,飲食,日本料理,寿司,渋谷区千駄ヶ谷5-22-1,090-4393-2543,
鮨一喜,飲食,日本料理,寿司,渋谷区渋谷1-5-9N.KEFIA渋谷ビル1F,03-6413-6168,
スシエビス 恵比寿本店,飲食,居酒屋,居酒屋,渋谷区恵比寿4-9-5マンションニュー恵比寿1階,03-6459-3184,https://tabelog.com/tokyo/A1303/A130302/13251807/
スシエビスHana 恵比寿本店,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-8-10高橋ビル1階,03-6416-3630,https://tabelog.com/tokyo/A1303/A130302/13293501/
鮨㐂すしき,飲食,日本料理,寿司,渋谷区道玄坂1-7-9Y-placeビル3階,03-6455-3030,
すし菊地,飲食,日本料理,寿司,渋谷区神泉町20-15モンド本社ビル 1F,03-3780-3943,
寿司酒場 すし屋の秀よし,飲食,日本料理,寿司,渋谷区本町2-2-9後藤ビル1F,03-3377-3888,https://www.instagram.com/ajiyoshi.hatsudai/
寿司さなか,飲食,日本料理,寿司,渋谷区神宮前6-14-1カナザワビル3F,03-3498-3750,
鮨武　本店,飲食,日本料理,寿司,渋谷区西原3-23-1代々木上原羽田ビル1階,03-6407-1880,https://sushitake-uehara.com
鮨武　代々木八幡,飲食,日本料理,寿司,渋谷区富ヶ谷1-53-2辰美ビル3階,090-7356-3648,https://sushitake-hachiman.com
鮨　とみなか,飲食,日本料理,寿司,渋谷区神山町7-11 1階,03-5454-2133,
鮨博一,飲食,日本料理,寿司,渋谷区恵比寿1-22-17オーワビル1F,03-3473-0032,
鮨まつした,飲食,日本料理,寿司,渋谷区恵比寿1丁目29番16号ベルハイム1F,03-6450-4622,
STUNNER,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3-42-2VORT外苑前3 B1,090-3789-2245,
Stars☆Tokyo,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区広尾1-15-6ヒーロービル一階,03-6459-3760,
stabler,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿南1-2-2-1A,03-6452-2911,
stelo,飲食,居酒屋,ダイニング・バー,渋谷区元代々木町5-2NYC motoyoyogi 1E区画,050-1722-5820,
ステーキむささび,飲食,ステーキ・焼肉,ステーキ,渋谷区恵比寿4-23-12茗荷原ビル1階,03-6450-2218,
スナック紫喜,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区富ヶ谷1-2-13高松DCビルB1F,03-6804-9220,
スナックつむぎ,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区道玄坂1-6-2渋谷ファイブビル B1階,070-1216-4409,https://www.instagram.com/snackbar_tsumugi/
スナックRie,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区恵比寿1-12-7三恵31ビル4EA号,090-4010-3516,
Spicy Flower,飲食,外国料理,東南アジア料理,渋谷区本町2-46-1第三市田ビル,03-6300-5788,
Spice　Chill,飲食,喫茶店・カフェ,その他,渋谷区恵比寿1-20-1コンフォート恵比寿3F,090-6181-5564,
スパイスバル　コートリー,飲食,外国料理,その他,渋谷区渋谷1-25-10,03-5962-7696,
スパゲッティハシヤ　幡ヶ谷分店,飲食,外国料理,イタリア料理,渋谷区幡ヶ谷2-5-9,03-3373-2660,
Spirare Ebisu,飲食,外国料理,イタリア料理,渋谷区東3-24-7EBIS EAST GALLERY,03-3486-5129,
SPLASH,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚3-19-6萩原ビル2F,090-4933-7620,
Sputnik,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西2-18-6代官山ウイング101,080-4376-0712,
スペアリブハウスハウディ代々木店,飲食,居酒屋,ダイニング・バー,渋谷区代々木1-18-16RES代々木ビルB1,080-3385-3966,https://www.spareribshouse-howdy.com/sp/
スペインバル貴バル,飲食,外国料理,スペイン料理,渋谷区広尾5-19-3マチダビル1c,03-5421-2114,
スペイン料理　シーフード　ワイン　ラスボカス,飲食,外国料理,スペイン料理,渋谷区渋谷渋谷3丁目2-3帝都青山ビルB1,03-3406-0609,
space i,飲食,喫茶店・カフェ,その他,渋谷区本町2-7-10-1階シブヤFハウス10TH,070-9106-1212,
SPACE&CAFE BANKSIA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3-20-3石井ビル1F,080-7940-4740,
スペースワイ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町2-14-4SHビル地下,03-6276-6760,
澄音,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区神山町17-1第二渡辺ビル3F B,03-3466-0808,
炭火串焼いっせき,飲食,日本料理,焼鳥,渋谷区千駄ヶ谷4-4-13ニュー寿ビル101,03-6447-2102,
炭火串焼まるま,飲食,居酒屋,居酒屋,渋谷区笹塚1-29-7Fファーストビル2階,03-3467-5166,
炭火酒場　すす,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-13-4幡ヶ谷定石ビル3階,03-6276-6920,
炭火焼アジアン酒場　アローイ兄弟,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-20-21ほぼ新宿のれん街に区画,03-6380-1940,
炭火焼大衆酒場御厨,飲食,居酒屋,居酒屋,渋谷区笹塚1-24-3,03-6407-0221,
炭火焼鳥　恵比寿　比内亭　はなれ,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-8-4屋宮ビル2階,03-6412-7885,https://tabelog.com/tokyo/A1303/A130302/13296980/
炭火焼鳥　鳥祐,飲食,日本料理,焼鳥,渋谷区渋谷3-15-1F93shibuya1  2階,03-3400-0011,
炭火焼肉じんじん,飲食,ステーキ・焼肉,焼肉,渋谷区神宮前2-3-30第二竹上ビル102,03-6804-2948,
炭焼きこむらど,飲食,居酒屋,居酒屋,渋谷区本町1-22-5山下ビル1階,03-6276-3995,
small alley cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区東1-29-11F,03-3406-4169,
ズーガンズー渋谷店,飲食,居酒屋,ダイニング・バー,渋谷区渋谷2-9-11青山シティビルB1,03-3400-1496,https://zoogunzoo.com
西安ビャンビャン麺笹塚店,飲食,外国料理,中国料理,渋谷区笹塚1-55-16　京王クラウン街B106,03-5990-6633,
勢揃坂蕎ぎん清,飲食,日本料理,そば・うどん,渋谷区神宮前2-3-10ヒルトップ神宮前1階,03-3479-1911,
SENNE,飲食,居酒屋,ビアホール,渋谷区幡ヶ谷2-47-1ダイショービル1F及びB1F,03-6300-7444,
セルリアンタワー東急ホテル　ガーデンキッチン「かるめら」,飲食,外国料理,その他,渋谷区桜丘町26-1セルリアンタワー東急ホテル,03-3476-3431,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/caramelo/index.html
セルリアンタワー東急ホテル　ガーデンラウンジ「坐忘」,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区桜丘町26-1セルリアンタワー東急ホテル　LBF,03-3476-3439,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/zabou/index.html
セルリアンタワー東急ホテル　シガーバー「R261 CIGAR & ROCK」,飲食,居酒屋,ダイニング・バー,渋谷区桜丘町26-1,03-3476-3526,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/r261/index.html
セルリアンタワー東急ホテル　タワーズバー「ベロビスト」,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区桜丘町26-1,03-3476-3398,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/bellovisto/index.html
セルリアンタワー東急ホテル　鉄板焼 桜-SAKURA-,飲食,ステーキ・焼肉,ステーキ,渋谷区桜丘町26-1,03-3476-3521,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/sakura/index.html
セルリアンタワー東急ホテル　日本料理「Japanese Cuisine 桜丘」,飲食,日本料理,日本料理,渋谷区桜丘町26-1,03-3476-3420,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/sakuragaoka/index.html
セルリアンタワー東急ホテル　料亭「セルリアンタワー数寄屋」,飲食,日本料理,料亭,渋谷区桜丘町26-1,03-3476-3420,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/sukiya/index.html
SERENDIPITY FARMERS  SOFTCREAM,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-55-5,070-8916-7666,
SEN,飲食,居酒屋,居酒屋,渋谷区神泉町8番地13号アーガス霜田ビル101号室,090-2739-2023,
千駄ヶ谷厨房,飲食,日本料理,その他,渋谷区千駄ヶ谷1-7-12志水ビル1階,03-3478-4333,
千真野,飲食,日本料理,日本料理,渋谷区富ヶ谷1-51-12代々木公園ハウスB101,03-6416-8587,
センロギワ.,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-23-1ABC亜米利加橋ビル 2F,03-4361-4358,
Sevres Cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4丁目-11-2高野ビルB1F,080-3600-8360,https://www.instagram.com/sevres_cafe/
zenta coffee,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町12-6LOKOビル1階,070-2377-0681,https://www.zenta.coffee/
草原,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区初台1-37-7,090-9833-6722,
創作アジアンダイニング 移民の歌,飲食,外国料理,その他,渋谷区神宮前2-31-7ビラグロリアB-1,03-6804-5211,
そうめんそそそ研究室,飲食,日本料理,そば・うどん,渋谷区渋谷2-21-1渋谷ヒカリエ 6F 6-7,03-6450-6795,
そば季寄　武蔵屋,飲食,日本料理,そば・うどん,渋谷区上原1-22-3ムサシビル1階,03-5478-0766,https://www.musashiya-uehara.com/
蕎麦と日本酒八福寿家恵比寿店,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-18-11エビステムズコート　八福寿家,03-5734-1544,
そば處大野屋元代々木町店,飲食,日本料理,そば・うどん,渋谷区元代々木町3-10,03-3467-7513,https://soba-oonoya.gorp.jp/
そば処絆,飲食,日本料理,そば・うどん,渋谷区神山町24―11　ガーデニア神山1F,03-3469-1555,
そば処初台丸屋,飲食,日本料理,そば・うどん,渋谷区初台1-37-11シャトー初台1F,03-3375-2880,
そば処　丸屋,飲食,日本料理,そば・うどん,渋谷区富ヶ谷1-51-1,03-3460-1435,
蕎麦前ごとう,飲食,日本料理,そば・うどん,渋谷区代官山町11-12日進ヒルズ代官山2f,03-6427-8308,
ソラマコーヒー,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前1-12-6ドヒビル1F,03-3423-2370,
Salt恵比寿,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-3-2エルスタンザ恵比寿B1F,03-6451-0176,https://tabelog.com/tokyo/A1303/A130302/13197080/
SOTARTE 代々木上原,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-18-7第五大貴ビル1階,03-6407-9260,
SOWAT,飲食,外国料理,東南アジア料理,渋谷区千駄ヶ谷3-36-2アトラス原宿1階,050-3567-7697,https://www.sowat.jp/
THAI THAN,飲食,外国料理,東南アジア料理,渋谷区恵比寿1-22-10GranDuo恵比寿3 1階,03-6721-7133,
タイ国屋台式料理 スパイスMARKET,飲食,外国料理,東南アジア料理,渋谷区西原1-21-1,03-6416-8550,
大衆居酒屋代々木横丁,飲食,居酒屋,居酒屋,渋谷区代々木1-31-17麻緒ビル101号室,03-3374-7721,
大衆割烹えびす,飲食,居酒屋,居酒屋,渋谷区本町2丁目14番2号,03-3378-1427,
大衆かっぽう和家,飲食,日本料理,焼鳥,渋谷区恵比寿西1-8-4Diビル2F,03-6433-7464,
大衆割烹たがみ,飲食,日本料理,日本料理,渋谷区渋谷 1-6-4せいこうビル 1F,03-3407-9085,
大衆喫茶つばき,飲食,居酒屋,居酒屋,渋谷区恵比寿2-1-4ステージファースト恵比寿二番館102,080-4458-6630,
大衆酒場けいじ,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-8-11タオスビル1階,03-6712-2990,
大衆酒場KoKoRo,飲食,居酒屋,居酒屋,渋谷区笹塚2-43-7,03-6276-6648,
大衆酒場スシスミビ笹塚店,飲食,居酒屋,居酒屋,渋谷区笹塚2-10-7米山ビル1階,03-5990-6555,https://s.tabelog.com/tokyo/A1318/A131808/13280024/
大衆和牛酒場コンロ家代々木店,飲食,居酒屋,居酒屋,渋谷区代々木1-52-5ベルテ南新宿B1F,03-6383-4866,
タイダイニング　プラーローマー,飲食,外国料理,東南アジア料理,渋谷区桜丘町30-15ビバリーヒルズ101,03-6415-4565,
タイ屋台ラオラオ,飲食,外国料理,その他,渋谷区恵比寿4-4-14恵比寿イナビル1階左,03-5793-3773,
台湾料理　故宮,飲食,外国料理,中国料理,渋谷区道玄坂2-23-13渋谷デリタワー4階,03-3462-6051,
BAR TAKATSU,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-20-26藤和エクシール道玄坂B1-03,03-3464-5200,
タカミヤズ アンド スイーツ,飲食,外国料理,その他,渋谷区広尾5-8-1中矢ビル1階,03-5422-7662,
Taki,飲食,居酒屋,居酒屋,渋谷区桜丘町17-12渋谷ジョンソンビル3F,03-3780-0656,http://shibuya-taki.sakura.ne.jp/
Taki AKANE,飲食,居酒屋,居酒屋,渋谷区道玄坂1-11-1第2大番ビル404,03-3464-5120,http://shibuya-taki.sakura.ne.jp/akane/index.html
滝乃家,飲食,居酒屋,居酒屋,渋谷区神山町4番19号,03-3468-7844,
拓寅,飲食,居酒屋,居酒屋,渋谷区本町6-7-4ルーブル渋谷本町 1F,090-3807-6742,
たくみ,飲食,居酒屋,居酒屋,渋谷区宇田川町30-5渋谷JOWビル 4階,03-6380-5785,
TAKESUE,飲食,外国料理,フランス料理,渋谷区幡ヶ谷2-9-12コートリーブル105,03-6273-5280,
竹もと,飲食,日本料理,小料理,渋谷区笹塚3-13-9ビューノ笹塚102,03-6300-6076,
多古菊,飲食,居酒屋,居酒屋,渋谷区道玄坂1丁目6番2号ファイブビル1階,03-3461-8866,
TAS YARD,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-3-14メゾンブランシュ101,03-3470-3940,https://tasyard.com
立食い鮨　鮨川,飲食,日本料理,寿司,渋谷区笹塚1-62-6プライムブリス笹塚1F,090-9260-3611,
立呑酒場ななつぼ,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷3-32-7千駄ヶ谷幸田会館,080-5676-0534,
